_id	date	site	parameter	index_value	description	health_advisory	health_effects
44471	6/6/2021	Pittsburgh	PM25_640	67	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
70245	5/21/2023	Parkway East	PM25_640	41	Good		
16513	1/19/2018	Lawrenceville	PM25B	33	Good		
80934	8/7/2024	Clairton	PM25_640	37	Good		
82571	10/10/2024	Pittsburgh	PM25_640	22	Good		
28610	6/27/2019	Harrison Township	OZONE	47	Good		
10416	4/24/2017	Flag Plaza	CO	0	Good		
29922	8/19/2019	Harrison Township	OZONE	71	Moderate	Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.	Unusually sensitive individuals may experience respiratory symptoms.
48525	11/23/2021	Parkway East	NO2	29	Good		
44818	6/22/2021	Glassport High Street	PM10	17	Good		
72457	8/21/2023	Liberty 2	PM25T	81	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
77711	3/28/2024	Pittsburgh	PM25_640	28	Good		
16602	1/23/2018	Avalon	SO2	0	Good		
55214	6/1/2022	North Braddock	PM10_640	43	Good		
69868	5/11/2023	Parkway East	CO	33	Good		
34907	3/14/2020	Avalon	PM25T	25	Good		
147	1/7/2016	Lincoln	PM10	72	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
4763	8/9/2016	Parkway East	PM25T	38	Good		
38674	8/31/2020	Flag Plaza	PM10	15	Good		
71637	7/17/2023	Avalon	PM25_640	121	Unhealthy for Sensitive Groups	"People with heart or lung disease, older adults, and children should reduce prolonged or heavy exertion."	"Increasing likelihood of respiratory symptoms in sensitive individuals, aggravation of heart or lung disease and premature mortality in people with cardiopulmonary disease and older adults."
6681	11/3/2016	North Braddock	SO2	66	Moderate		
74101	10/30/2023	Liberty	SO2	4	Good		
54818	5/20/2022	Liberty 2	PM10	30	Good		
52155	3/11/2022	Avalon	PM25T	52	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
36010	5/3/2020	Liberty 2	PM25T	53	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
206	1/10/2016	Avalon	SO2	0	Good		
20770	7/26/2018	North Braddock	SO2	6	Good		
82889	10/26/2024	North Braddock	PM10_640	21	Good		
34867	3/12/2020	Liberty 2	PM25T	63	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
45861	8/12/2021	Glassport High Street	PM10	19	Good		
41418	1/8/2021	Liberty	SO2	3	Good		
14024	10/1/2017	Avalon	SO2	1	Good		
37496	7/9/2020	North Braddock	SO2	11	Good		
52551	3/19/2022	North Braddock	PM10_640	32	Good		
16839	2/2/2018	Glassport High Street	PM10	7	Good		
74894	12/2/2023	Lawrenceville 2	SO2	1	Good		
79089	5/31/2024	Lawrenceville	OZONE	64	Moderate	Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.	Unusually sensitive individuals may experience respiratory symptoms.
60986	10/15/2022	Parkway East	PM25_640	25	Good		
43480	4/20/2021	Parkway East	CO	6	Good		
27483	5/12/2019	Lawrenceville	OZONE	26	Good		
52017	3/7/2022	Liberty	SO2	16	Good		
37614	7/14/2020	Liberty 2	PM10	15	Good		
6516	10/27/2016	Flag Plaza	CO	0	Good		
35452	4/8/2020	North Braddock	SO2	0	Good		
60493	10/7/2022	Liberty 2	PM25T	37	Good		
14378	10/17/2017	Lawrenceville 2	CO	4	Good		
29531	8/3/2019	Harrison Township	NO2	8	Good		
34282	2/15/2020	Lincoln	PM25	27	Good		
37444	7/6/2020	Liberty 2	PM10	31	Good		
16276	1/9/2018	Flag Plaza	CO	0	Good		
16412	1/15/2018	Flag Plaza	CO	0	Good		
2281	4/17/2016	Lawrenceville 2	SO2	5	Good		
16745	1/29/2018	North Braddock	SO2	7	Good		
25671	2/27/2019	Lawrenceville 2	SO2	13	Good		
2339	4/20/2016	Parkway East	NO2	12	Good		
45876	8/12/2021	Flag Plaza	PM10	19	Good		
78349	4/26/2024	Avalon	PM25_640	36	Good		
17010	2/10/2018	North Braddock	SO2	108	Unhealthy for Sensitive Groups	People with asthma should consider limiting outdoor exertion.	"Increasing likelihood of respiratory symptoms, such as chest tightness and breathing discomfort, in people with asthma."
13707	9/18/2017	Harrison Township	NO2	20	Good		
10591	5/2/2017	Liberty 2	PM10	18	Good		
33300	1/3/2020	Avalon	PM25T	35	Good		
4956	8/18/2016	Lawrenceville 2	SO2	2	Good		
80953	8/8/2024	Harrison Township	OZONE	26	Good		
37570	7/12/2020	Lawrenceville	OZONE	42	Good		
57260	7/29/2022	Lawrenceville	OZONE	41	Good		
71331	7/4/2023	Liberty	SO2	26	Good		
26802	4/14/2019	Lawrenceville	PM25B	40	Good		
11871	6/27/2017	Lawrenceville	PM25B	16	Good		
66167	2/4/2023	Parkway East	CO	9	Good		
16757	1/30/2018	Avalon	PM25T	23	Good		
38311	8/14/2020	Avalon	SO2	6	Good		
24318	12/31/2018	Harrison Township	OZONE	25	Good		
4025	7/6/2016	Parkway East	PM25T	50	Good		
76094	1/22/2024	Liberty 2	PM10_640	32	Good		
34813	3/10/2020	Liberty	SO2	24	Good		
43602	4/26/2021	Glassport High Street	PM10	10	Good		
41618	1/18/2021	Pittsburgh	PM10_640	8	Good		
5699	9/20/2016	Parkway East	NO2	31	Good		
44577	6/11/2021	Pittsburgh	PM10_640	18	Good		
45404	7/21/2021	Flag Plaza	PM10	45	Good		
26208	3/21/2019	Lawrenceville	PM25B	61	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
46595	9/16/2021	Pittsburgh	PM10_640	17	Good		
13898	9/26/2017	Lawrenceville 2	SO2	13	Good		
46886	9/30/2021	Parkway East	CO	10	Good		
27905	5/29/2019	Lawrenceville 2	CO	2	Good		
5406	9/7/2016	Lawrenceville	OZONE	45	Good		
26610	4/6/2019	North Braddock	SO2	9	Good		
19588	6/4/2018	Lincoln	PM10	14	Good		
29799	8/14/2019	Liberty	SO2	1	Good		
20617	7/19/2018	Parkway East	NO2	17	Good		
75162	12/13/2023	Avalon	PM25_640	34	Good		
63217	11/14/2022	Clairton	PM25_640	25	Good		
18350	4/10/2018	Lawrenceville	PM25B	46	Good		
6980	11/16/2016	Avalon	PM25T	74	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
13118	8/22/2017	Parkway East	NO2	15	Good		
80400	7/18/2024	Harrison Township	NO2_200	5	Good		
82839	10/24/2024	Glassport High Street	PM10	23	Good		
33403	1/7/2020	Lawrenceville	OZONE	23	Good		
17869	3/20/2018	Liberty	SO2	3	Good		
12972	8/16/2017	Liberty 2	PM10	20	Good		
3937	7/2/2016	Parkway East	CO	11	Good		
6988	11/17/2016	Parkway East	CO	18	Good		
46970	10/4/2021	Liberty 2	PM25T	30	Good		
31911	11/7/2019	Flag Plaza	PM10	14	Good		
32892	12/16/2019	Lincoln	PM25	24	Good		
8430	1/24/2017	Lincoln	PM10	5	Good		
28507	6/23/2019	Lincoln	PM10	21	Good		
38703	9/1/2020	South Fayette	OZONE	40	Good		
25666	2/27/2019	Harrison Township	OZONE	33	Good		
22655	10/19/2018	Liberty	SO2	34	Good		
68252	4/3/2023	Lawrenceville 2	CO	5	Good		
28441	6/20/2019	West Mifflin	SO2	0	Good		
27446	5/10/2019	West Mifflin	SO2	1	Good		
76930	2/23/2024	Liberty 2	PM25_640	54	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
44105	5/20/2021	North Braddock	PM10B	39	Good		
59015	9/10/2022	Pittsburgh	NO2_500	10	Good		
78533	5/4/2024	Liberty 2	PM25_640	24	Good		
58865	9/2/2022	North Braddock	SO2	16	Good		
2354	4/20/2016	Liberty 2	PM25(2)	9	Good		
48982	12/6/2021	Liberty	SO2	9	Good		
58911	9/7/2022	Pittsburgh	PM10_640	12	Good		
32137	11/16/2019	Parkway East	CO	9	Good		
326	1/16/2016	Liberty 2	PM25(2)	28	Good		
39695	10/17/2020	Parkway East	NO2	22	Good		
51186	2/10/2022	Parkway East	CO	8	Good		
22523	10/13/2018	Liberty	SO2	3	Good		
47227	10/16/2021	South Fayette	SO2	1	Good		
78930	5/23/2024	Avalon	PM25_640	38	Good		
38789	9/5/2020	Lincoln	PM25	49	Good		
43059	3/30/2021	North Braddock	SO2	36	Good		
17124	2/15/2018	Lawrenceville 2	CO	6	Good		
23020	11/4/2018	Flag Plaza	PM10	14	Good		
38261	8/12/2020	Lawrenceville	OZONE	49	Good		
26521	4/3/2019	Lawrenceville 2	SO2	2	Good		
7607	12/16/2016	Lawrenceville	PM25B	48	Good		
45094	7/6/2021	Pittsburgh	PM25_640	87	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2210	4/14/2016	Liberty	SO2	1	Good		
42616	3/9/2021	Harrison Township	OZONE	48	Good		
34303	2/16/2020	Harrison Township	OZONE	18	Good		
8175	1/12/2017	Parkway East	CO	4	Good		
25579	2/23/2019	Liberty 2	PM25T	52	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
45270	7/14/2021	Lawrenceville 2	CO	2	Good		
13790	9/21/2017	Parkway East	NO2	30	Good		
13223	8/27/2017	North Braddock	PM10B	16	Good		
17377	2/26/2018	Harrison Township	NO2	23	Good		
68906	4/18/2023	Glassport High Street	PM10	6	Good		
81416	8/27/2024	Liberty	SO2	17	Good		
7333	12/3/2016	Parkway East	NO2	14	Good		
13986	9/30/2017	Flag Plaza	PM10	14	Good		
11607	6/16/2017	Liberty 2	PM25(2)	39	Good		
30090	8/25/2019	Flag Plaza	CO	4	Good		
21730	9/8/2018	Lawrenceville 2	SO2	0	Good		
27404	5/8/2019	Flag Plaza	PM10	20	Good		
16880	2/4/2018	Parkway East	NO2	13	Good		
26972	4/21/2019	Lawrenceville 2	SO2	0	Good		
80756	8/2/2024	North Braddock	PM10_640	23	Good		
10981	5/19/2017	Lincoln	PM25	61	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
10899	5/16/2017	Liberty 2	PM10	45	Good		
44716	6/17/2021	Parkway East	NO2	21	Good		
52434	3/11/2022	North Braddock	PM25_640	52	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
56202	6/29/2022	Harrison Township	OZONE	64	Moderate	Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.	Unusually sensitive individuals may experience respiratory symptoms.
79175	6/2/2024	Harrison Township	OZONE	39	Good		
64585	12/18/2022	North Braddock	PM10_640	10	Good		
74193	11/2/2023	Harrison Township	OZONE	30	Good		
3387	6/6/2016	Liberty	SO2	7	Good		
31923	11/7/2019	Harrison Township	NO2	18	Good		
80028	7/6/2024	Parkway East	NO2	12	Good		
777	2/7/2016	Harrison Township	NO2	30	Good		
30798	9/23/2019	North Braddock	PM10B	50	Good		
75492	12/28/2023	Lawrenceville 2	SO2	1	Good		
16206	1/5/2018	Liberty 2	PM10	7	Good		
44493	6/7/2021	South Fayette	SO2	3	Good		
23760	12/6/2018	South Fayette	OZONE	28	Good		
37005	6/17/2020	Parkway East	CO	7	Good		
2932	5/17/2016	South Fayette	OZONE	44	Good		
82824	10/23/2024	Liberty	SO2	46	Good		
30623	9/16/2019	Lawrenceville 2	CO	5	Good		
76071	1/21/2024	Parkway East	NO2	21	Good		
5786	9/24/2016	Avalon	SO2	0	Good		
65847	1/25/2023	Harrison Township	NO2	13	Good		
50200	1/12/2022	Lawrenceville 2	SO2	2	Good		
6562	10/29/2016	Parkway East	CO	8	Good		
6234	10/14/2016	Lawrenceville 2	CO	4	Good		
10693	5/7/2017	Flag Plaza	PM10	6	Good		
80983	8/9/2024	South Fayette	OZONE	46	Good		
9086	2/24/2017	Glassport High Street	PM10	28	Good		
8782	2/10/2017	North Braddock	SO2	85	Moderate		
39573	10/11/2020	Parkway East	PM25T	38	Good		
16726	1/28/2018	Lawrenceville	PM25B	47	Good		
15108	11/18/2017	Harrison Township	OZONE	20	Good		
45742	8/6/2021	Lawrenceville 2	SO2	3	Good		
26711	4/10/2019	North Braddock	SO2	1	Good		
27256	5/2/2019	Liberty 2	PM10	23	Good		
14543	10/24/2017	Lincoln	PM25	37	Good		
41649	1/19/2021	Lawrenceville 2	SO2	3	Good		
79927	7/3/2024	North Braddock	SO2	7	Good		
24841	1/23/2019	Liberty 2	PM25T	86	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
50242	1/13/2022	Pittsburgh	PM25_640	45	Good		
56242	6/30/2022	Lawrenceville 2	CO	5	Good		
44703	6/17/2021	Harrison Township	OZONE	51	Moderate	Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.	Unusually sensitive individuals may experience respiratory symptoms.
22892	10/29/2018	Avalon	PM25T	18	Good		
33732	1/22/2020	Flag Plaza	CO	7	Good		
8260	1/16/2017	Liberty 2	PM25(2)	65	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
23267	11/14/2018	Avalon	PM25T	23	Good		
70064	5/17/2023	Parkway East	CO	7	Good		
76782	2/16/2024	North Braddock	CO	2	Good		
7264	11/29/2016	North Braddock	SO2	3	Good		
62339	11/1/2022	Parkway East	CO	5	Good		
6906	11/13/2016	Lawrenceville	PM25B	60	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
16008	12/28/2017	Lawrenceville	PM25B	54	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
20308	7/6/2018	Parkway East	PM25T	31	Good		
64783	12/24/2022	Pittsburgh	PM10_640	17	Good		
4465	7/26/2016	Avalon	SO2	0	Good		
73852	10/19/2023	Parkway East	CO	5	Good		
67757	3/20/2023	Lawrenceville 2	CO	2	Good		
8231	1/15/2017	Parkway East	NO2	33	Good		
41310	1/4/2021	Lincoln	PM25	20	Good		
5947	10/1/2016	Parkway East	PM25T	25	Good		
34524	2/26/2020	Lawrenceville	PM25B	41	Good		
54584	5/13/2022	Harrison Township	NO2	15	Good		
79091	5/31/2024	North Braddock	CO	22	Good		
69880	5/11/2023	North Braddock	PM25_640	64	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
41702	1/22/2021	Liberty 2	PM10	9	Good		
74930	12/4/2023	Lawrenceville 2	SO2	1	Good		
64764	12/23/2022	Liberty 2	PM10	9	Good		
74125	10/31/2023	Liberty 2	PM25_640	44	Good		
26501	4/2/2019	Lincoln	PM10	31	Good		
17653	3/10/2018	Glassport High Street	PM10	10	Good		
72573	8/27/2023	South Fayette	OZONE	38	Good		
21574	9/1/2018	Parkway East	CO	4	Good		
15255	11/25/2017	Flag Plaza	PM10	11	Good		
23076	11/6/2018	Lincoln	PM10	17	Good		
70960	6/18/2023	Lawrenceville 2	CO	5	Good		
78914	5/23/2024	North Braddock	PM10_640	27	Good		
70227	5/21/2023	North Braddock	CO	4	Good		
7126	11/23/2016	Flag Plaza	CO	0	Good		
78331	4/26/2024	Pittsburgh	PM10_640	11	Good		
27196	4/30/2019	South Fayette	SO2	1	Good		
9889	4/1/2017	Parkway East	CO	7	Good		
42799	3/17/2021	Parkway East	NO2	22	Good		
44499	6/7/2021	Glassport High Street	PM10	48	Good		
41108	12/25/2020	Glassport High Street	PM10	8	Good		
52942	3/30/2022	South Fayette	OZONE	47	Good		
43331	4/12/2021	Harrison Township	OZONE	24	Good		
25268	2/10/2019	Parkway East	PM25T	51	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
27682	5/20/2019	South Fayette	SO2	3	Good		
79484	6/14/2024	Parkway East	CO	14	Good		
23450	11/22/2018	Lincoln	PM10	19	Good		
14209	10/9/2017	Harrison Township	OZONE	19	Good		
9475	3/13/2017	Avalon	PM25T	36	Good		
44785	6/21/2021	North Braddock	SO2	4	Good		
20018	6/23/2018	Parkway East	CO	6	Good		
21888	9/15/2018	Liberty 2	PM25T	44	Good		
28383	6/17/2019	Glassport High Street	PM10	9	Good		
51250	2/12/2022	Lawrenceville 2	CO	2	Good		
29034	7/14/2019	Clairton	SO2	1	Good		
65153	1/4/2023	Parkway East	NO2	13	Good		
3501	6/12/2016	Lincoln	PM25	35	Good		
68326	4/5/2023	Glassport High Street	PM10	26	Good		
40098	11/4/2020	North Braddock	SO2	33	Good		
76119	1/23/2024	Liberty	SO2	21	Good		
70860	6/14/2023	Lawrenceville 2	SO2	1	Good		
82916	10/27/2024	North Braddock	PM25_640	23	Good		
15619	12/11/2017	Harrison Township	NO2	17	Good		
59120	9/13/2022	North Braddock	PM25_640	33	Good		
5375	9/6/2016	Glassport High Street	PM10	32	Good		
37194	6/25/2020	Parkway East	CO	14	Good		
68151	3/31/2023	Glassport High Street	PM10	16	Good		
13932	9/27/2017	Lincoln	PM10	72	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
29589	8/5/2019	Glassport High Street	PM10	26	Good		
55648	6/14/2022	Parkway East	NO2	14	Good		
16351	1/12/2018	Flag Plaza	CO	0	Good		
1840	3/28/2016	Lawrenceville 2	CO	3	Good		
75061	12/8/2023	Harrison Township	NO2	30	Good		
20655	7/21/2018	Flag Plaza	PM10	19	Good		
17861	3/19/2018	Lincoln	PM25	52	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2192	4/13/2016	Liberty 2	PM25(2)	13	Good		
36267	5/15/2020	Lincoln	PM10	34	Good		
75628	1/3/2024	Lawrenceville 2	CO	2	Good		
16365	1/12/2018	South Fayette	OZONE	35	Good		
69402	4/30/2023	Parkway East	NO2	12	Good		
21020	8/7/2018	North Braddock	PM10B	49	Good		
65456	1/13/2023	Liberty 2	PM25T	11	Good		
15488	12/5/2017	Lawrenceville	OZONE	30	Good		
23560	11/27/2018	Harrison Township	NO2	4	Good		
24968	1/28/2019	Flag Plaza	PM10	20	Good		
